base_key,base_number,base_name,base_type,base_telephone_number,website,base_address
411,B00411,FONE-A-CAR INC,BLACK-CAR,(718)637-6320,WWW.EXECUTIVECHARGE.COM,1751 BATH AVENUE BROOKLYN NY 11214
3649,B03649,JKR TRANSPORTATION LLC,BLACK-CAR,(929)264-2996,,812 CHARNWOOD DRIVE WYCKOFF NJ 07481
1,B00001,LONDON TOWNCARS INC,LUXURY,(212)988-9700,,40-14   23 STREET LIC NY 11101
3251,B03251,RIDE FHV CORP.,BLACK-CAR,(718)415-8444,HTTPS://WWW.DRIVEFHV.COM,159   20 STREET SUITE#1B-3 BROOKLYN NY 11232
3617,B03617,CAUTIOUS CARS TRANSPORTATION CORP.,BLACK-CAR,(718)296-3333,,759 FISCHER BLVD TOMS RIVER NJ 08753
3690,B03690,MELLIMO NY LLC,BLACK-CAR,(347)652-1000,MELLIMO.COM,100 DUFFY AVE SUITE 510 HICKSVILLE NY 11801
1413,B01413,SFL INC,LUXURY,(212)397-0004,WWW.ATTITUDENEWYORK.COM,48-50   34 STREET LIC NY 11101
3330,B03330,OSO AUTO CORP,BLACK-CAR,(347)345-0202,WWW.OSOAUTOCORP.COM,561 WEST  152 STREET NEW YORK NY 10031
1540,B01540,ROCKAWAY VIP SERVICE INC.,LIVERY,(718)659-1111,,122-21 ROCKAWAY BOULEVARD SO. OZONE PARK NY 11420
3320,B03320,LIMOLINK INCORPORATED,LUXURY,(877)798-5466,LIMOLINK.COM,3375 ARMAR DRIVE MARION IA 52302
3248,B03248,GUEST TRAVEL SERVICE INC.,BLACK-CAR,(718)666-2424,,545 EAST JERICHO TURNPIKE HUNTINGTON STAT NY 11746
429,B00429,SURF CAR SYSTEMS INC,LIVERY,(718)327-4444,,1092 BEACH   22 STREET FAR ROCKAWAY NY 11691
3417,B03417,MZ RIDE LLC,LUXURY,(844)444-9957,WWW.MZRIDE.COM,311 N CENTRAL AVE SUITE # 1 VALLEY STREAM NY 11580
3632,B03632,VIP CONNECTION LIMO INC,BLACK-CAR,(212)470-0939,,1923 DITMARS BOULEVARD 1ST FLOOR ASTORIA NY 11105
3230,B03230,"THE BEST WE CAN TRANSPORTATION, INC.",BLACK-CAR,(718)880-7973,,509 EAST  163 STREET BRONX NY 10451
3362,B03362,AURA CAR SERVICE CORP.,BLACK-CAR,(212)981-8184,,84 NAGLE AVENUE NEW YORK NY 10040
2389,B02389,"EMBARQUE N.Y., INC.",LUXURY,(718)777-0890,,24 - 59   47 STREET LONGISLAND CITY NY 11103
3721,B03721,#1 NYC SKY RIDE INC.,BLACK-CAR,(917)223-3787,,6401   11 AVENUE BROOKLYN NY 11219
3445,B03445,INWOOD CAR AND LIMO INC,BLACK-CAR,(203)447-9265,,2320 HUGHES AVENUE SUITE #2 BRONX NY 10458
3699,B03699,NYC CORPORATE TRANSPORTATION GROUP INC,BLACK-CAR,(646)789-3399,,547   92 STREET GROUND FLOOR BROOKLYN NY 11209
2111,B02111,HUANG HOU CAR SERVICES INC.,LIVERY,(718)762-3333,HUANGHOUCARSERVICE.COM,35-27 FARRINGTON STREET FLUSHING NY 11354
3458,B03458,WAVE LUXURY CORP,BLACK-CAR,(914)413-9364,,34-18 NORTHERN BOULEVARD SUITE 45 L.I.C. NY 11101
1259,B01259,THE NEW BROOKLYN C/S INC,LIVERY,(718)388-2828,,390 BROADWAY 1FL BROOKLYN NY 11211
2868,B02868,CHA CHA TRANSPORTATION CORP,BLACK-CAR,(718)683-0246,,35 - 30  154 STREET 2ND FLOOR FLUSHING NY 11354
2287,B02287,ROAD NEW YORK ENTERPRISES INC.,LUXURY,(929)354-1387,WWW.ROADNY.COM,132 - 02   89 AVENUE SUITE #209 RICHMOND HILL NY 11418
3531,B03531,CHARLOTTE LUXURY INC.,BLACK-CAR,(347)849-9724,,1889 WEBSTER AVENUE 2ND FL BRONX NY 10457
2929,B02929,OTTOMAN TRANSPORTATION INC.,BLACK-CAR,(718)569-2525,,61-43  186 STREET C112 2 FRESH MEADOWS NY 11365
1311,B01311,DISCOUNT CAR SVCE,LIVERY,(718)740-0101,,94-44  213 STREET QUEENS VILLAGE NY 11428
2207,B02207,"EASTERN LUXURY, INC.",BLACK-CAR,(718)499-3355,,222   15 STREET BROOKLYN NY 11215
2475,B02475,ECKFORD LITE CAR & LIMO INC.,BLACK-CAR,(347)612-9290,,49-17A   69 STREET FLUSHING NY 11377
227,B00227,"PARK WEST EXEC. SERVICES, INC.",LUXURY,(212)727-7800,TOWNCARINTERNATIONAL.COM,1200 SHAMES DRIVE UNIT D WESTBURY NY 11590
3584,B03584,SURGEO APP INC.,BLACK-CAR,(866)787-4365,WWW.SURGEO.APP,2526   50 STREET STE 209B FLUSHING NY 11377
271,B00271,UTOG 2-WAY RADIO INC,BLACK-CAR,(718)361-7290,,25-20   39 AVENUE LONGISLANDCITY NY 11101
3716,B03716,FIRST CLASS TRAVEL USA LLC,BLACK-CAR,(929)769-1717,WWW.FIRSTCLASSTRAVELUSALLC.COM,11616  149 AVENUE FL 1 SO. OZONE PARK NY 11420
1742,B01742,"AVALON TRANSPORTATION, LLC",LUXURY,(718)361-1555,,89 RIDGE RD NORTH ARLINGTON NJ 07031
277,B00277,ALL CITY CORP TRANS INC,BLACK-CAR,(718)292-5100,,1751 BATH AVENUE BROOKLYN NY 11214
2942,B02942,FANNY RADIO DISPATCHER SERVICE INC.,BLACK-CAR,(718)641-4444,,129 - 02 LIBERTY AVENUE SUITE #6 RICHMOND HILL NY 11419
2152,B02152,"KYOEI LIMOUSINE, INC.",LUXURY,(212)949-0868,,57-48 MASPETH AVENUE MASPETH NY 11378
3202,B03202,JUPITER SELECT LLC,BLACK-CAR,(718)499-2222,WWW.JUPITERCARSERVICE.COM,294   20 STREET BROOKLYN NY 11215
3708,B03708,ALLWAYS ACCESSIBLE CORP.,BLACK-CAR,(347)765-7717,,627 BUSTLETON PIKE TREVOSE PA 19053
3402,B03402,RL VIP LIMO INC,LUXURY,(929)413-1346,,565 DEMOTT AVE NORTH BALDWIN NY 11510
3227,B03227,NY MERENGUE TRANSPORTATION INC,BLACK-CAR,(929)218-7080,,135-10 JAMAICA AVENUE RICHMOND HILL NY 11418
2352,B02352,"SUPER FAST LIMOUSINE SERVICE, INC.",BLACK-CAR,(718)438-6262,,4409    5 AVENUE BROOKLYN NY 11220
3342,B03342,GLOBAL EXECUTIVE LIMOUSINE CORP,BLACK-CAR,(646)678-6285,,1225 FRANKLIN AVE 325 GARDEN CITY NY 11530
3309,B03309,NYC LIMOUSINE VIP LLC.,BLACK-CAR,(908)206-0311,NYCLIMOGRID.COM,1 MEADOWLAND PLAZA SUITE #200 E. RUTHERFORD NJ 07073
3104,B03104,GCC TRANSPORTATION LLC.,BLACK-CAR,(718)885-4991,GCCTRANS.COM,735 EAST  239 STREET SUITE #40 BRONX NY 10466
3388,B03388,BEN'S INTERNATIONAL LUXURY TRANSPORTATION LLC,LUXURY,(727)203-5757,BENSINTERNATIONAL.ORG,159 TREETOP CIRCLE NANUET NY 10954
2852,B02852,OP CAR SERVICE INC.,BLACK-CAR,(718)659-8888,,90-19 LIBERTY AVENUE JAMAICA NY 11417
3569,B03569,ACE RIDES CAR SERVICE CORP.,BLACK-CAR,(718)414-6118,ACERIDES.NYC,3370 PRINCE STREET STE 506 FLUSHING NY 11354
3046,B03046,"BEL-LINDA, INC",LIVERY,(718)447-2222,,184 ROBIN ROAD STATEN ISLAND NY 10305
3448,B03448,MCF TRANSPORTATION LLC,BLACK-CAR,(347)281-5730,,54-14   74 STREET SUITE 5511 ELMHURST NY 11373
3619,B03619,URBAN 84 INC,BLACK-CAR,(929)992-1979,,653 EAST    5 STREET BROOKLYN NY 11218
2846,B02846,DLS TRANSPORTATION CORP.,BLACK-CAR,(718)285-0357,DLSTRANSPORTATIONCORP.COM,"914 SOUNDVIEW AVENUE SUITE 1, 2ND FL BRONX NY 10473"
2418,B02418,PLUSH SERVICES CORP,BLACK-CAR,(516)418-3303,,33 - 20   55 STREET SUITE #227 FLUSHING NY 11377
2339,B02339,SEDANZ INC.,LUXURY,(212)300-6083,SEDANZ.COM,14 HARWOOD COURT SUITE #412 SCARSDALE NY 10583
3623,B03623,UKLON INC,BLACK-CAR,(929)545-5665,,52 PIEDMONT DR 17-4A PORT JEFF STA NY 11776
623,B00623,MANHATTAN INT'L LIMO NETWORK LLC,LUXURY,(718)777-0890,WWW.CAREY.COM,24-59   47 STREET LIC NY 11103
3553,B03553,USA LUXURY EXPRESS INC.,BLACK-CAR,(212)814-8151,WWW.USALUXURYEXPRESS.COM,3418 NORTHERN BOULEVARD LONGISLAND CITY NY 11101
1509,B01509,"BRUNWISH ENTERPRISES,LTD.",LIVERY,(718)382-6868,,2982 NOSTRAND AVENUE BROOKLYN NY 11229
2782,B02782,NEW APP CAR & LIMO INC,LIVERY,(212)222-7999,NAPP.COM,908 AMSTERDAM AVENUE NEW YORK NY 10025
3500,B03500,GO CAR CORP,BLACK-CAR,(718)387-7777,WWW.GOCARNY.COM,670 FLUSHING AVENUE 219 BROOKLYN NY 11206
2095,B02095,"COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,LLC.",LUXURY,(718)706-5500,WWW.COMMONWEALTHLIMO.COM,191 HIGH STREET WALTHAM MA 02453
3328,B03328,B-QUICK TRANSPORTATION CORP.,BLACK-CAR,(347)398-0856,WWW.BQUICKTRANSPORTATION.COM,3036 EAST TREMONT AVENUE SUITE #202 BRONX NY 10461
2301,B02301,DOUBLE A CAR SERVICE INC.,LIVERY,(718)720-6666,,1 FERRY TERMINAL DRIVE STATEN ISLAND NY 10301
2826,B02826,NEW BELL LUXURY CORP,BLACK-CAR,(718)230-4490,WWW.NEWBELLCARSERVICE.COM,640 MYRTLE AVENUE BROOKLYN NY 11205
2292,B02292,NEW YORK APPLE V.I.P. CORP,BLACK-CAR,(718)230-4789,,372 WILSON AVENUE BROOKLYN NY 11221
2101,B02101,EXEC TRANSPORT INC,BLACK-CAR,(917)606-1978,,38-17 CRESCENT STREET LIC NY 11101
2664,B02664,CORPORATE CAR LTD.,BLACK-CAR,(718)418-1100,,7310   88 STREET GLENDALE NY 11385
3312,B03312,ACK TRANSPORTATION CORP.,BLACK-CAR,(347)281-9225,,1435 BEACH AVENUE BRONX NY 10460
2853,B02853,SAFE RIDES CAR & LIMO SERVICES INC,BLACK-CAR,(347)983-2800,WWW.SAFERIDELIMO.COM,5488 AMBOY ROAD SUITE 3 STATEN ISLAND NY 10312
3381,B03381,THE DRIVERS COOPERATIVE INC.,BLACK-CAR,(718)269-6272,WWW.DRIVERS.COOP,3100   47 AVENUE # 303 LONG ISLANDCITY NY 11101
2330,B02330,"OCHO LUXURY CAR, INC.",BLACK-CAR,(718)438-2092,,507   40 STREET BROOKLYN NY 11232
2956,B02956,W.K.EXPRESS LIMO SERVICE INC,BLACK-CAR,(718)274-7888,,1206   60 STREET BROOKLYN NY 11219
3647,B03647,SSRN TRANSFER LLC,BLACK-CAR,(516)665-0298,,200 BROADHOLLOW RD SUITE 207 MELVILLE NY 11747
3250,B03250,SALAM CAR SERVICE INC.,BLACK-CAR,(518)977-8916,,452 EAST TREMONT AVENUE BRONX NY 10457
3185,B03185,G&J LUXURY TRANSPORTATION INC,BLACK-CAR,(718)913-4454,WWW.GANDJLUXURY.COM,7 SKYLINE DRIVE SUITE 350 HAWTHORNE NY 10532
2990,B02990,GO MY SEDAN LLC,BLACK-CAR,(212)434-0400,MYSEDAN.COM,700 ROCKWAY TURNPIKE SUITE # 202 LAWRENCE NY 11559
9,B00009,T-D MAINTENANCE,LIVERY,(718)456-1111,,127-01 METROPOLITAN AVENUE KEW GARDENS NY 11415
1432,B01432,TOVAR TRANSPORTATION INC,LIVERY,(718)972-8877,,5511   16 AVENUE BROOKLYN NY 11204
3670,B03670,BEKA 4434 INC.,BLACK-CAR,(516)209-4678,,1979 MARCUS AVE STE. 210 LAKE SUCCESS NY 11042
3695,B03695,TOP EXPRESS CAR SERVICE INC.,BLACK-CAR,(929)222-0001,,1 WEST  182 STREET BASEMENT BRONX NY 10453
3686,B03686,XCLUSIVERIDE LLC,BLACK-CAR,(929)779-0266,,2751 OCEAN AVENUE BROOKLYN NY 11229
3447,B03447,HELP TRANSPORTATION GROUP LLC,BLACK-CAR,(917)471-8630,,1231 LAFAYETTE AVENUE SUIT L2 BRONX NY 10474
449,B00449,A KINGS HWY C/S INC.,LIVERY,(718)645-4444,,1656 EAST   15 STREET BROOKLYN NY 11229
1364,B01364,NY ATLIXCO CAR SERVICE INC,LIVERY,(718)424-5800,,102-20   35 AVENUE FLUSHING NY 11368
3323,B03323,AGORA CAR SERVICE INC,BLACK-CAR,(347)281-4204,AGORACARSERVICE.COM,3432-06 EAST TREMONT AVENUE BRONX NY 10465
2518,B02518,MATTHEW'S LIMO INC,BLACK-CAR,(718)424-1250,,1225 FRANKLIN AVE STE 325 GARDEN CITY NY 11530
2833,B02833,ADVANCED LUXURY LIMO SVC. INC.,BLACK-CAR,(718)231-2188,ADVANCEDLUXURYLIMOS.COM,3945 PROVOST AVENUE BRONX NY 10466
3040,B03040,ZYT EXPRESS CORP.,BLACK-CAR,(718)880-6342,,208   42 STREET BROOKLYN NY 11232
387,B00387,FORTUNE LIMOUSINES INC,LUXURY,(718)545-2400,,20-02   31 STREET ASTORIA NY 11105
2998,B02998,GENESIS LUXURY TRANSPORTATION CORP.,BLACK-CAR,(718)872-5260,WWW.GENESISLUXTRANSPORTATION.COM,955 SOUNDVIEW AVENUE 2ND FL BRONX NY 10473
1492,B01492,MOBILE #1 CAR SERVICE INC.,LIVERY,(718)383-8300,,361 UNION AVENUE BROOKLYN NY 11211
3283,B03283,NORWOOD CAR & LIMO INC.,BLACK-CAR,(718)484-7252,,590A NEW YORK AVENUE BROOKLYN NY 11203
3489,B03489,ACTION CAR SERVICE INC,BLACK-CAR,(718)747-8820,ACTIONAMBULETTE.COM,105 FREDERICK PLACE MOUNT VERNON NY 10552
225,B00225,DELANCEY TRANSPORTATION INC.,LIVERY,(212)228-3301,,29 ESSEX STREET NORTH STORE NEW YORK NY 10002
3515,B03515,CHAPENCITY LIMO INC.,BLACK-CAR,(718)306-6262,,6401 11 AVENUE BROOKLYN NY 11219
3367,B03367,SHOW LIMO CORP.,BLACK-CAR,(718)260-6666,WWW.SHOWLIMO.COM,161 BRIGHTON   11 STREET BROOKLYN NY 11235
3483,B03483,ROSEWOOD SERVICE CORP.,LUXURY,(917)672-3159,ROSEWOODLIMOS.COM,115 NORTH BROADWAY HICKSVILLE NY 11801
2273,B02273,BENI'S LIMOUSINE SERVICE INC,LUXURY,(888)464-2364,,47-39   49 STREET WOODSIDE NY 11377
3425,B03425,BLACK CAR CHAUFFEUR SERVICE INC,LUXURY,(516)732-9497,,6800 JERICHO TPKE #W120 SYOSSET NY 11791
3246,B03246,FASTRIDE LIMO INC.,BLACK-CAR,(347)271-6510,,2121 DAVIDSON AVENUE BRONX NY 10453
3390,B03390,READY GO USA INC,BLACK-CAR,(212)448-1088,,3030 MIDDLETOWN ROAD SUIT 103 BRONX NY 10461
2429,B02429,SEAGULL RIDE CORP,BLACK-CAR,(718)703-3333,SEAGULLRIDE.COM,2667 CONEY ISLAND AVENUE BROOKLYN NY 11223
3663,B03663,BALI TRANS INC,BLACK-CAR,(516)941-5252,,1638 NOBLE STREET EAST MEADOW NY 11554
3387,B03387,SHALOM EXPRESS CORP,BLACK-CAR,(718)437-2444,,1201   39 STREET BROOKLYN NY 11218
3618,B03618,EPIC NY LIMO INC,LUXURY,(917)288-7120,,1225 FRANKLIN AVE 325 GARDEN CITY NY 11530
1928,B01928,DISCOVER LIMO INC,BLACK-CAR,(718)851-7777,,740 MYRTLE AVENUE BROOKLYN NY 11205
2103,B02103,A & S LIMOUSINE SERVICE CORP,LIVERY,(718)455-1900,,712 BROADWAY 2ND FLOOR BROOKLYN NY 11206
3172,B03172,ALLIED BLACK CAR SERVICE LLC.,BLACK-CAR,(929)594-7566,ALLIEDBLACKCARSERVICE.COM,2825/ 2823 3RD AVENUE 6G BRONX NY 10455
3412,B03412,ALTUS TRANSIT CORP,BLACK-CAR,(718)399-4914,,548 THROGS NECK EXPRESSWAY SUIT 4 BRONX NY 10465
3043,B03043,NYM MEDICAL TRANSPORTATION INC.,LIVERY,(516)688-4182,NYMMEDICAL.COM,2809 WEBSTER AVENUE BRONX NY 10458
2127,B02127,"CONTINENTAL RIDE, INC.",LUXURY,(800)706-3495,,111 WASHINGTON AVENUE DUMONT NJ 07628
3213,B03213,PRIMARY TRANSPORTATION CORP,BLACK-CAR,(718)892-2020,WWW.PRIMARYTRANSPORTATIONCORP.COM,3451 EAST TREMONT AVENUE BRONX NY 10465
3292,B03292,PIBE TRANSPORTATION INC.,BLACK-CAR,(347)391-0707,PIBETRANSPORTATION.COM,1431 ZEREGA AVENUE BRONX NY 10462
2817,B02817,ANYTIME FORSYTH TRANSPORT CORP,BLACK-CAR,(212)431-5919,ANYTIMEFORSYTH.COM,210 CANAL STREET SUITE #406 NEW YORK NY 10013
1877,B01877,U.S.A. LIMO. INC.,LUXURY,(718)944-4919,,1751 BATH AVENUE BROOKLYN NY 11214
1341,B01341,A NEW DAY RAD DISP INC,LIVERY,(212)228-6666,,84 CLINTON STREET NEW YORK NY 10002
3077,B03077,MGL TRANSPORT01 INC,BLACK-CAR,(929)989-5585,,238 JUNIUS STREET BROOKLYN NY 11212
3127,B03127,ULTIMATE BLACK CAR CORP.,BLACK-CAR,(917)412-5000,,2296 SECOND AVENUE NEW YORK NY 10035
3176,B03176,BEE BEE LUXURY SERVICE INC.,BLACK-CAR,(786)326-2425,,663 BLAKE AVENUE BROOKLYN NY 11207
1913,B01913,MIRAGE LIMOUSINE SERVICE INC,LUXURY,(718)937-7500,,36 - 01   20 AVENUE 2ND FLOOR ASTORIA NY 11105
3693,B03693,EZGO INC,BLACK-CAR,(929)800-7829,,75-09 PARSONS BOULEVARD 2FL FLUSHING NY 11366
3355,B03355,MANA TRANSPORTATION INC.,BLACK-CAR,(347)963-9643,MANATRANSINC.COM,912 SOUNDVIEW AVENUE SUITE 7 2ND FL. BRONX NY 10473
2342,B02342,"QUEST INTERNATIONAL LIMOUSINE, INC.",BLACK-CAR,(212)265-0307,,4577  161 STREET FL 1 FLUSHING NY 11358
3284,B03284,MYLE WORLDWIDE INC,BLACK-CAR,(646)844-8577,,878 MCDONALD AVENUE BROOKLYN NY 11218
2229,B02229,NEW FAT INC.,LIVERY,(718)492-7680,WWW.ELEGANTELIVERYSERVICE.COM,14 BRUCKNER BOULEVARD BRONX NY 10454
1454,B01454,FREEDOM LIMO & CAR SERVICE,LIVERY,(718)452-5400,,96 RALPH AVENUE BROOKLYN NY 11221
3641,B03641,COZY TRAVEL OFFICIAL LLC,BLACK-CAR,(516)814-7007,,100 DUFFY AVE SUITE 510 HICKSVILLE NY 11801
2909,B02909,PUERTO RICO EXPRESS BLACK LUXURY INC,BLACK-CAR,(718)443-9600,PUERTORICOCARSERVICE.COM,1072 BROADWAY AVE BROOKLYN NY 11221
3361,B03361,D MANNY SAFE RIDE CORP.,BLACK-CAR,(718)795-7699,,2825    3 AVENUE 3RD FL SUITE 301-C4 BRONX NY 10455
3343,B03343,"GRACEFUL TRANSPORTATION, INC",BLACK-CAR,(347)846-9258,,169-30 JAMAICA AVENUE JAMAICA NY 11432
1282,B01282,NEW LOTS C/S INC,LIVERY,(718)272-2222,,729 LIBERTY AVENUE BROOKLYN NY 11208
2026,B02026,A RIDE FOR ALL LLC,LIVERY,(718)706-7433,,36-31   10 STREET ASTORIA NY 11106
3209,B03209,PARAMOUNT TRANSPORT INC.,BLACK-CAR,(718)475-2191,,729 BURKE AVENUE SUITE #B BRONX NY 10467
3267,B03267,MANGA TRANSPORTATION CORP,BLACK-CAR,(347)259-3779,,903 SHERIDAN AVENUE 2ND FLOOR BRONX NY 10451
2424,B02424,FRIENDLY RIDE INC,LUXURY,(718)545-5466,WWW.FRIENDLYRIDELIMO.COM,32-72 GALE AVENUE LIC NY 11101
3385,B03385,INTERNATIONAL LUXURY TRANSPORTATION CORP.,BLACK-CAR,(718)281-6343,,2645 EAST   14 STREET SUIT 100 BROOKLYN NY 11235
3616,B03616,CREATIVE CAR SERVICE INC,LIVERY,(718)674-2487,,144-04 LIBERTY AVENUE JAMAICA NY 11435
78,B00078,R & R ROAD LIMO SVCE INC,LUXURY,(718)585-8500,,865 EAST  138 STREET BRONX NY 10454
3676,B03676,WALTER K HURDLE,BLACK-CAR,(718)865-1488,,412 UTICA AVENUE BROOKLYN NY 11213
3056,B03056,INSPIRATION GROUP INC,BLACK-CAR,(929)235-6897,,36 ROCKLAND DR JERICHO NY 11753
1389,B01389,METRO LUXURY INC,LIVERY,(718)665-4900,,625 EAST  137 STREET BRONX NY 10454
3570,B03570,PG RIDES INC,BLACK-CAR,(929)521-1471,,169-26 HILLSIDE AVENUE JAMAICA NY 11432
2254,B02254,"FINESSE GROUP LIMOUSINE,INC.",BLACK-CAR,(718)222-9999,,424 BRIGHTON BEACH AVENUE BROOKLYN NY 11235
3340,B03340,CEO CHAUFFEURED SERVICES CORP,LUXURY,(718)200-5100,,10 HEITZ PLACE HICKSVILLE NY 11801
3413,B03413,WAV TRANSPORTATION GROUP LTD,BLACK-CAR,(718)866-4108,,336 KINGS HIGHWAY BROOKLYN NY 11223
3399,B03399,BLACKLANE NORTH AMERICA INC,LUXURY,(201)777-3235,WWW.BLACKLANE.COM,111 TOWN SQUARE PLACE SUIT # 1203 JERSEY CITY NJ 07310
2978,B02978,ONYX 1 INC,BLACK-CAR,(516)884-4782,,1225 FRANKLIN AVE 325 GARDEN CITY NY 11530
3421,B03421,A1 ABSOLUTE CORP,BLACK-CAR,(347)431-2831,,10 EAST  183 STREET BRONX NY 10453
3156,B03156,EPIC CAR SERVICE INC.,BLACK-CAR,(718)401-3742,,385 EAST  152 STREET BRONX NY 10455
3192,B03192,PERFECTION CAR SERVICE INC,BLACK-CAR,(929)343-5305,,3673 BRONXWOOD AVENUE BRONX NY 10469
1124,B01124,COOPERATIVA CLBNA DE CON INC,LIVERY,(718)699-0960,,109-20 CORONA AVENUE CORONA NY 11368
2599,B02599,CMS LIMO INC.,LUXURY,(877)267-5596,WW.CMSLIMO.COM,35 OAKLAND AVE LYNBROOK NY 11563
3608,B03608,BEST B EASY INC,BLACK-CAR,(347)517-1012,,298 GARRETSON AVENUE STATEN ISLAND NY 10305
3372,B03372,RIDE CURRENT LLC,BLACK-CAR,(347)290-5042,RIDEWITHCURRENT.COM,551-555 W 235TH STREET SUITE 2 BRONX NY 10463
3525,B03525,CARE WITH LOVE TRANSPORTATION CORP.,BLACK-CAR,(929)305-2391,,217 MOUNTAINDALE ROAD YONKERS NY 10710
2107,B02107,APOLLO RADIO DISPATCH INC.,LIVERY,(718)518-1111,,1074 PROSPECT AVENUE BRONX NY 10459
3512,B03512,440 CAR SERVICE BLACK INC,BLACK-CAR,(718)919-4040,,1266 MYRTLE AVENUE BROOKLYN NY 11221
2641,B02641,AVENUE X CAR SERVICE INC.,LIVERY,(718)336-5200,,245 AVENUE X BROOKLYN NY 11223
3307,B03307,LUXE RIDERS CORP,LUXURY,(212)655-7600,,280 RIDGE ROAD RUTHERFORD NJ 07070
3138,B03138,WST LIMOUSINE LLC,BLACK-CAR,(646)992-5578,,78 CHICHESTER RD HUNTINGTON NY 11743
3640,B03640,GOVA TRANSPORTATION CORP,BLACK-CAR,(877)887-2621,,8 WEST  126 STREET 3RD FLOOR NEW YORK NY 10027
1083,B01083,BROAD DYCKMAN C/S INC,LIVERY,(212)304-8080,,203 DYCKMAN STREET NEW YORK NY 10040
3667,B03667,SAMARKAND TRANSPORTATION GROUP INC,BLACK-CAR,(646)308-1279,STGGROUPS.COM,70 EAST SUNRISE HIGHWAY SUITE 500 VALLEY STREAM NY 11581
3263,B03263,RITZY TRANSPORTATION CORP.,BLACK-CAR,(718)313-4977,WWW.RITZYTRANSPORTATION.COM,207 WICKSHIRE DRIVE EAST MEADOWS NY 11554
2093,B02093,V.J. CAR & LIMO SVC INC.,LIVERY,(718)641-7777,,104-08  123 STREET SORICHMOND HILL NY 11419
919,B00919,HARLEM CARS INC.,LIVERY,(212)663-8080,,210 ST NICHOLAS AVENUE NEW YORK NY 10027
1616,B01616,"H & B CAR AND LIMOUSINE, INC",LIVERY,(718)507-2600,,38-12 ASTORIA BOULEVARD SOUTH ASTORIA NY 11103
3714,B03714,UNITE TRANSFER SERVICES LTD,BLACK-CAR,(929)285-0503,,75-09 PARSONS BOULEVARD 2ND FLOOR FRESH MEADOWS NY 11366
1145,B01145,ULTRA RADIO DISP INC,LIVERY,(718)992-8000,,277 EAST  165 STREET BRONX NY 10456
3594,B03594,FAMILY LUXURY INC,BLACK-CAR,(718)524-2837,,601 WEST 180 STREET STORE 3 NEW YORK NY 10033
3174,B03174,NEW HEAVEN LUXURY INC,BLACK-CAR,(212)923-1313,,1059 ST NICHOLAS AVENUE NEW YORK NY 10032
3614,B03614,LANDEY EV DISPATCH INC,BLACK-CAR,(929)415-8233,,273 SOUTH    5 STREET SUITE# 301 BROOKLYN NY 11211
1233,B01233,NEW LACONIA RAD DISP INC,LIVERY,(718)798-2222,,3934 LACONIA AVENUE BRONX NY 10466
3426,B03426,CONCINNITY TRANSPORTATION GROUP INC,BLACK-CAR,(917)916-9289,,3370 PRINCE STREET 202 FLUSHING NY 11354
3430,B03430,G-4 CAR SERVICE INC,BLACK-CAR,(347)721-9836,,909 THIRD AVENUE #66 NEW YORK NY 10022
3581,B03581,VEHO INC.,BLACK-CAR,(929)833-1505,WWW.VEHORIDE.COM,2433 KNAPP STREET SUITE 108 BROOKLYN NY 11235
3630,B03630,LAMAGE SERVICE CORPORATION,BLACK-CAR,(718)640-2608,,68 JAY STREET SUITE 201 BROOKLYN NY 11201
3643,B03643,RED ROCK CAR AND LIMO INC,BLACK-CAR,(516)776-9899,,1979 MARCUS AVE LAKE SUCCESS NY 11042
3518,B03518,TAKER INC.,BLACK-CAR,(929)595-9111,,29-02   36 AVENUE ASTORIA NY 11106
3352,B03352,DREAMS LUXURY SERVICES CORP,BLACK-CAR,(646)568-4600,,2825 THIRD AVENUE SUIT 301 D2 BRONX NY 10455
932,B00932,NATASHAS GRP CAR CORP,LIVERY,(718)574-0155,,372 WILSON AVENUE BROOKLYN NY 11221
2509,B02509,NY MINUTE CAR SERVICE INC.,LIVERY,(718)365-7777,NYMINC.COM,2809 WEBSTER AVENUE BRONX NY 10458
2536,B02536,SEAGULL RIDE CORP,LIVERY,(718)703-3333,,2692 CONEY ISLAND AVENUE BROOKLYN NY 11235
3290,B03290,VOCES TRANSPORTATION MANAGEMENT CORP,BLACK-CAR,(718)285-7501,VOCESMANAGEMENT.COM,34-18 NORTHERN BOULEVARD LIC NY 11101
3587,B03587,LUNGTA LIMO SERVICES INC,LUXURY,(347)825-8501,,1110 JOHN F KENNEDY BLVD UNION CITY NJ 07087
1546,B01546,BELLE-ROCK OF BEACH CHANNEL INC.,LIVERY,(718)634-8282,,114-04 BEACH CHANNEL DRIVE FAR ROCKAWAY NY 11694
459,B00459,910 CAR SERVICE INC,LIVERY,(718)272-2000,,866 NEW LOTS AVENUE BROOKLYN NY 11208
3530,B03530,GO TRANSFER BLACK CAR & LIMO SERVICES LLC,BLACK-CAR,(718)770-3030,,61-43  186 STREET SUITE 204 FRESH MEADOWS NY 11365
3147,B03147,H H CAR SERVICE INC,BLACK-CAR,(718)762-3333,QUEENHH.COM,35-27 FARRINGTON STREET FL 2 FLUSHING NY 11354
1406,B01406,GOTHAM CAR SERVICE INC.,LIVERY,(718)788-1234,,209   25 STREET 2ND FLOOR BROOKLYN NY 11232
